id_aviso,titulo,zona_barrio,tipo,precio,expensas,superficie_total,superficie_cubierta,ambientes,dormitorios,banios,antiguedad,cochera,balcon,amenities,latitud,longitud,fecha_publicacion
A-680039,Departamento en alquiler en Colegiales - 5 ambientes,Colegiales,Departamento,2.084.000,,116 m²,116.0,5 amb.,4.0,3.0,6,No,Sí,,-34.57757493593598,-58.42666205630118,04/06/2025
A-645813,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,960.000,,55 m²,55.0,2,1.0,1.0,0,No,No,,-34.59111456013101,-58.386134274229356,15/01/2024
A-999638,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,442.000,,56 m²,56.0,3,2.0,,23 años,No,No,,-34.603540111731235,"-58,417789025032675",21/05/2025
A-184259,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,547.000,40495.0,58,58.0,3,2.0,1.0,2,No,Sí,,-34.64607183825193,-58.46820897942671,03/08/2024
A-757826,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,$ 542.000,,39,39.0,2,1.0,1.0,5,No,Sí,,-34.61451358857169,-58.39900930956968,03/10/2024
A-338843,Casa en alquiler en Nuñez - 3 ambientes,Nunez,Casa,$ 863.000,,60 m²,60.0,3 amb.,,1.0,9,No,No,,-34.54470909872982,-58.47539058842365,02/08/2024
A-651017,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,$ 100,62633.0,42,42.0,2,1.0,,53,No,No,,"-34,59260071676659",-58.44582168853689,09/06/2024
A-367163,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,621.000,36279.0,45 m²,45.0,2 amb.,1.0,1.0,18 años,Sí,No,,-34.61177549157602,-58.46342213334936,11/11/2024
A-116358,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 947.000,115272.0,98 m²,98.0,3,2.0,1.0,8,Sí,No,,-34.6355913095003,-58.37594225581,22/12/2024
A-771525,PH en alquiler en Nuñez - 2 ambientes,Nuñez,PH,734.000,,40,40.0,2 amb.,1.0,1.0,4,Sí,No,,-34.55323991051008,-58.46913902246248,01/05/2024
A-949933,Departamento en alquiler en Palermo - 4 ambientes,PALERMO,Departamento,1.133.000,87990.0,54 m²,54.0,4,,2.0,25,No,No,,-34.59564332141218,-58.41807737758214,21/12/2024
A-719859,PH en alquiler en Boedo - 3 ambientes,Boedo,PH,816.000,,75 m²,,3 amb.,2.0,1.0,53,No,Sí,,-34.63155912310009,-58.419193717137624,01/08/2024
A-795111,PH en alquiler en San Telmo - 4 ambientes,san telmo,PH,1.885.000,,109,109.0,4 amb.,3.0,2.0,13,Sí,No,,-34.630324146949455,-58.39297010305908,23/01/2025
A-238956,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,837.000,80777.0,47 m²,47.0,2,1.0,1.0,17 años,No,Sí,,-34.603154923724276,-58.44744130560838,21/05/2024
A-616332,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,660.000,,58,58.0,2 amb.,1.0,1.0,15,Sí,Sí,,-34.647352884428614,-58.40995310246196,05/06/2024
A-426134,Departamento en alquiler en Boedo - 2 ambientes,boedo,Departamento,403.000,26470.0,29,29.0,2,1.0,1.0,0,No,Sí,,-34.619352356343136,-58.40772377165098,18/05/2025
A-341391,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,Consultar,,51,51.0,3,,2.0,0,No,No,,-34.633088919120404,-58.46716199367511,02/06/2024
A-445947,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,567.000,67439.0,35 m²,35.0,1 amb.,1.0,,1,No,No,,-34.544315842501234,-58.45977689265364,09/05/2025
A-342403,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,273.000,40151.0,31,31.0,2,1.0,1.0,32,No,Sí,,-34.65073497380567,-58.46592046408295,16/04/2025
A-441677,Departamento en alquiler en Palermo - 5 ambientes,Palermo,Departamento,2.108.000,329302.0,93 m²,93.0,5,4.0,2.0,1,No,No,,-34.5672287624956,-58.43140652658808,13/08/2025
A-620412,Departamento en alquiler en Colegiales - 4 ambientes, Colegiales ,Departamento,$ 1.809.000,320379.0,86,86.0,4,,2.0,9 años,Sí,Sí,,-34.57972251752773,-58.42987460955776,04/07/2025
A-452238,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,$ 100,,34,34.0,1,1.0,1.0,16,Sí,Sí,,-34.60340084185974,-58.39735003036327,10/02/2024
A-193535,Departamento en alquiler en Nuñez - 2 ambientes,nuñez,Departamento,646.000,39837.0,39 m²,39.0,2 amb.,1.0,1.0,26,Sí,No,,-34.55701748398186,-58.457401330776335,28/04/2024
A-331458,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,771.000,81256.0,42,42.0,1 amb.,1.0,1.0,1,Sí,No,,-34.566437319342214,-58.41217044676711,20/07/2025
A-192097,PH en alquiler en Almagro - 4 ambientes, Almagro ,PH,1.573.000,,127 m²,127.0,4,3.0,2.0,21,No,No,,-34.611605939398395,-58.40219180211486,09/11/2024
A-169203,Departamento en alquiler en San Telmo - 2 ambientes,san telmo,Departamento,$ 1.099.000,56244.0,46,46.0,2 amb.,1.0,1.0,8,Sí,Sí,,-34.63650715234127,-58.36372350633706,31/07/2025
A-486751,PH en alquiler en Recoleta - 4 ambientes,Recoleta,PH,1.750.000,,136 m²,136.0,4,3.0,2.0,21,No,No,,-34.60007935914582,-58.38831517840446,27/11/2024
A-759407,Departamento en alquiler en Boedo - 6 ambientes,Boedo,Departamento,1.884.000,284040.0,123 m²,123.0,6,5.0,4.0,3,No,Sí,,-34.632428237388076,-58.41723977216685,21/04/2025
A-661011,PH en alquiler en Almagro - 2 ambientes,almagro,PH,$ 533.000,,47,47.0,2,1.0,1.0,8 años,Sí,No,,-34.619919726849275,-58.40017214614427,25/08/2024
A-883459,Departamento en alquiler en Almagro - 5 ambientes,Almagro,Departamento,2.124.000,111933.0,113,,5,4.0,3.0,17,No,Sí,,-34.618562021299965,"-58,415481931828275",05/09/2024
A-748253,Departamento en alquiler en Nuñez - 2 ambientes, Nuñez ,Departamento,1.287.000,98393.0,57 m²,57.0,2,1.0,1.0,1,No,No,,-34.571962672007814,-58.47028040353718,11/08/2025
A-548967,PH en alquiler en Flores - 2 ambientes,Flores,PH,948.000,,61 m²,61.0,2 amb.,1.0,1.0,5 años,Sí,Sí,,-34.621577476578274,-58.47030432004476,25/01/2024
A-215433,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,601.000,,35 m²,35.0,1 amb.,1.0,1.0,,No,No,,-34.5501098159804,-58.48288572302159,19/10/2024
A-950938,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,$ 1000,29982.0,36 m²,36.0,1,1.0,1.0,19,No,Sí,,-34.61307266418244,-58.42881010540937,03/02/2024
A-643214,Departamento en alquiler en Almagro - 4 ambientes,Almagro,Departamento,2.661.000,252653.0,113 m²,113.0,4,3.0,2.0,3,Sí,No,,-34.61859154668348,-58.423865740878284,03/07/2024
A-230256,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,599.000,100000.0,41 m²,41.0,2,1.0,1.0,5,No,Sí,,-34.59617262530269,-58.42874961767336,11/06/2025
A-708325,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,670.000,,48,48.0,1,1.0,1.0,30,No,No,,-34.56397087038826,-58.39869085700539,25/04/2024
A-913336,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,USD 422,30424.0,20 m²,20.0,1 amb.,1.0,1.0,0,No,Sí,,-34.57533602804144,-58.38715638886398,20/07/2024
A-762978,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,698.000,104654.0,37,37.0,2,1.0,1.0,3,Sí,Sí,,-34.574126371016256,-58.38337949800376,18/01/2024
A-596714,Departamento en alquiler en Belgrano - 3 ambientes,belgrano,Departamento,744.000,69680.0,59 m²,,3 amb.,,2.0,9,No,No,,-34.560809648635235,-58.45786945490157,10/09/2024
A-116495,PH en alquiler en Villa Crespo - 6 ambientes, Villa Crespo ,PH,USD 1.720,,124 m²,,6,5.0,3.0,6 años,No,No,,-34.6069374174692,-58.42450743115385,22/07/2025
A-731710,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,USD 810,129768.0,54,54.0,3 amb.,2.0,1.0,14,No,Sí,,-34.58712249449887,-58.43856161057791,20/06/2024
A-960909,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,363.000,,49,49.0,1,1.0,1.0,31,No,No,,-34.58789081488564,-58.429231015488895,27/01/2024
A-441802,Departamento en alquiler en San Telmo - 1 ambientes,San Telmo,Departamento,$ 100,55445.0,40,40.0,1,1.0,,22,No,Sí,,-34.62886041417492,-58.3492023225282,25/09/2024
A-380781,PH en alquiler en Palermo - 2 ambientes, Palermo ,PH,1.390.000,,41 m²,41.0,2 amb.,1.0,1.0,12 años,Sí,Sí,Pileta,-34.59682026007491,-58.42106888722628,25/10/2024
A-747362,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,799.000,129924.0,52,52.0,2,1.0,1.0,36,No,Sí,,-34.56117469761111,-58.4526138391094,18/07/2025
A-268814,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 100,,76 m²,76.0,3,2.0,1.0,4,No,Sí,,-34.62407913802948,-58.370236092588534,04/08/2025
A-480037,PH en alquiler en Caballito - 2 ambientes,Caballito,PH,569.000,,42 m²,,2 amb.,,1.0,,Sí,Sí,Pileta,-34.6221943135364,-58.44182270046347,27/02/2025
A-172291,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,$ 999999999,,41 m²,41.0,2,1.0,1.0,,No,Sí,,-34.630617003069844,-58.43431522007077,11/02/2025
A-584894,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,1.023.000,52994.0,54 m²,,2,,1.0,3,Sí,Sí,,-34.62928825748857,-58.40200697160787,03/06/2024
A-806052,PH en alquiler en Nuñez - 3 ambientes,Nuñez,PH,$ 2.060.000,,107 m²,107.0,3,2.0,1.0,30 años,Sí,No,,-34.564082295879054,-58.46320841609011,02/10/2024
A-566890,PH en alquiler en Nuñez - 2 ambientes,Nuñez,PH,USD 815,,35,35.0,2,1.0,1.0,9,Sí,Sí,,-34.53712990844039,-58.45138406337547,09/08/2025
A-660270,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,USD 469,71057.0,40 m²,40.0,2 amb.,1.0,,4,Sí,Sí,,-34.54952881156864,-58.465135756985994,17/09/2024
A-937786,PH en alquiler en Colegiales - 3 ambientes,Colegiales,PH,1.242.000,,72,72.0,3,,1.0,15,Sí,No,,-34.57334023694865,-58.44844991219453,01/04/2025
A-623061,Departamento en alquiler en Boedo - 5 ambientes,Boedo,Departamento,1.363.000,151416.0,104 m²,104.0,5,4.0,3.0,7,Sí,Sí,,-34.63232775105234,-58.399822297943075,22/03/2024
A-718753,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,$ 230.000,,20,,1,1.0,1.0,36,No,Sí,,-34.61388438902663,-58.43446216976803,25/03/2024
A-614001,Casa en alquiler en Flores - 3 ambientes,Flores,Casa,1.083.000,,60,60.0,3,2.0,1.0,37,No,No,,-34.60607411890905,-58.459870866820026,18/10/2024
A-381143,PH en alquiler en Colegiales - 3 ambientes, Colegiales ,PH,916.000,,49 m²,49.0,3,2.0,,3 años,Sí,Sí,,-34.559485491109875,"-58,46605923310702",02/04/2024
A-637508,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,1.086.000,78155.0,64,64.0,2 amb.,1.0,1.0,8,No,No,,-34.59418414351528,-58.42518408346596,01/04/2024
A-142795,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,454.000,73695.0,42,42.0,1,1.0,1.0,6,Sí,Sí,,-34.62434323978682,-58.462111054812645,13/03/2025
A-289415,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,397.000,24593.0,24,24.0,1,1.0,1.0,,No,Sí,,-34.586822249048986,-58.44585502982028,07/01/2025
A-474450,Departamento en alquiler en Villa Crespo - 4 ambientes, Villa Crespo ,Departamento,USD 904,146926.0,68,68.0,4,3.0,2.0,40,Sí,Sí,,-34.588057690261714,-58.429034234501884,17/11/2024
A-743222,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,371.000,24701.0,38 m²,38.0,2,1.0,1.0,1,No,Sí,,-34.638031243048424,-58.39531396656841,21/07/2024
A-160967,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,$ 692.000,91190.0,46,46.0,2,1.0,1.0,20,No,Sí,,-34.56784213668538,-58.46791442873253,26/11/2024
A-823971,Departamento en alquiler en Belgrano - 2 ambientes, Belgrano ,Departamento,USD 726,,52 m²,52.0,2,1.0,1.0,,No,Sí,,-34.56117469761111,-58.4526138391094,18/01/2025
A-618819,Departamento en alquiler en Almagro - 2 ambientes, Almagro ,Departamento,USD 411,50522.0,41 m²,,2 amb.,1.0,1.0,8,No,Sí,,"-34,607909884923146",-58.440233265549665,08/11/2024
A-309008,Departamento en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,Departamento,1.757.000,107898.0,111,111.0,5,4.0,3.0,13 años,Sí,Sí,Pileta,-34.586445401839995,-58.49120909865204,18/10/2024
A-544509,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,USD 218,30373.0,21,21.0,1,1.0,1.0,14,No,No,,-34.63959510065192,-58.40598452746095,06/04/2025
A-678532,Departamento en alquiler en Villa Crespo - 2 ambientes,VILLA CRESPO,Departamento,423.000,6181400.0,30 m²,30.0,2 amb.,1.0,1.0,17,No,Sí,,-34.59586314917121,-58.42567214846554,17/10/2024
A-429702,Departamento en alquiler en San Telmo - 2 ambientes,SAN TELMO,Departamento,511.000,70018.0,59 m²,59.0,2,1.0,1.0,57 años,Sí,Sí,,"-34,63436669898978",-58.385232272209606,01/09/2024
A-802664,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,914.000,55643.0,52,52.0,2,1.0,1.0,27,No,No,,-34.548882179361414,-58.46282855345739,23/06/2025
A-813401,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,629.000,,35,35.0,1,1.0,1.0,33,Sí,Sí,,-34.590858676677726,-58.433137908516564,02/03/2025
A-693402,Casa en alquiler en San Telmo - 4 ambientes,San Telmo,Casa,$ 1.653.000,,120,120.0,4 amb.,3.0,,2 años,Sí,No,Pileta,-34.616939243820596,-58.37031410285129,14/07/2025
A-633737,Departamento en alquiler en Palermo - 4 ambientes,Palermo,Departamento,1.890.000,160714.0,78,78.0,4 amb.,3.0,2.0,1,No,No,,-34.59349777610173,-58.427968031566756,10/11/2024
A-725754,PH en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,PH,$ 1,,93 m²,93.0,4,3.0,2.0,40,No,No,,-34.56032589097755,-58.481251677544044,08/06/2025
A-174420,Casa en alquiler en Belgrano - 3 ambientes,Belgrano,Casa,1.426.000,,60 m²,60.0,3 amb.,2.0,1.0,1,Sí,Sí,,-34.55881989912905,-58.46877396079711,30/09/2024
A-560147,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,498.000,46181.0,41,41.0,3 amb.,2.0,2.0,35,No,Sí,,-34.6409896887513,-58.39018244642768,22/04/2024
A-983487,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,$ 1,,71 m²,71.0,3 amb.,2.0,1.0,12 años,No,Sí,,-34.5731368489055,-58.467727890668385,10/02/2025
A-398164,PH en alquiler en San Telmo - 2 ambientes,San Telmo,PH,537.000,,43 m²,43.0,2,1.0,1.0,20,No,No,,-34.6319890604936,-58.36900468650148,24/04/2025
A-803543,Departamento en alquiler en Colegiales - 4 ambientes, Colegiales ,Departamento,1.445.000,180807.0,83,83.0,4,3.0,3.0,7,No,Sí,,-34.583103488338836,-58.436273664999455,12/06/2025
A-158359,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,493.000,41595.0,33 m²,33.0,1,1.0,1.0,3 años,Sí,No,,-34.63667265996207,-58.45140434018741,26/06/2025
A-282226,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 999999999,,35 m²,35.0,2 amb.,1.0,1.0,1,No,No,Pileta,-34.54416016044845,"-58,43398733531899",19/05/2025
A-412880,Departamento en alquiler en Boedo - 2 ambientes, Boedo ,Departamento,$ 1000,149745.0,64 m²,64.0,2 amb.,1.0,1.0,3,No,No,,-34.61980347443769,-58.40339949034752,12/09/2024
A-589311,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,$ 718.000,72560.0,53,,3,2.0,2.0,,Sí,No,,-34.63580626869237,-58.42202339658556,12/05/2024
A-232405,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,859.000,125236.0,48,48.0,3 amb.,,1.0,27,Sí,Sí,,-34.53653348625293,-58.45171425054953,15/03/2025
A-435919,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,263.000,39438.0,20 m²,20.0,1,1.0,1.0,19,No,Sí,,-34.62803479728583,-58.441854627954854,21/08/2025
A-373572,Casa en alquiler en Caballito - 3 ambientes,Caballito,Casa,$ 100,,79 m²,79.0,3,2.0,1.0,24,No,No,,-34.614794002738506,-58.4234021139704,10/03/2025
A-608658,PH en alquiler en Recoleta - 3 ambientes,Recoleta,PH,2.180.000,,92 m²,92.0,3,2.0,1.0,11 años,No,No,Pileta,-34.58601222848739,"-58,39466376543405",03/05/2025
A-605254,Departamento en alquiler en Nuñez - 1 ambientes,Nuñez,Departamento,711.000,,30 m²,30.0,1,1.0,1.0,3,No,Sí,,-34.56826282981226,"-58,457330103422414",29/07/2024
A-828359,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.849.000,232093.0,66,66.0,3,2.0,2.0,12 años,No,No,,-34.60424822030198,-58.40163830620122,11/03/2025
A-933240,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,413.000,29043.0,39 m²,39.0,3,2.0,1.0,8,No,No,,-34.538831422311766,-58.44439243288091,06/02/2024
A-152542,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,USD 666,63836.0,55 m²,55.0,3 amb.,2.0,1.0,51,No,Sí,,-34.59286920369014,"-58,4381439677573",21/03/2025
A-588496,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,$ 1.251.000,,45,45.0,3,2.0,2.0,,Sí,Sí,Pileta,-34.58553764029691,-58.43550868302599,27/06/2025
A-806086,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,428.000,,32 m²,32.0,2 amb.,1.0,1.0,1,Sí,Sí,,-34.588289004451,-58.49603974541329,10/08/2024
A-717630,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,864.000,134196.0,41,41.0,2,1.0,1.0,8,No,Sí,,-34.53927629977603,-58.49705755379396,03/01/2025
A-629551,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,$ 436.000,38008.0,48,48.0,3,2.0,,39 años,No,No,,-34.65392637544999,-58.47294031473774,17/04/2024
A-744640,Departamento en alquiler en Caballito - 3 ambientes, Caballito ,Departamento,$ 1.272.000,,67 m²,67.0,3,2.0,2.0,24,Sí,No,,-34.63551400419701,-58.44289703802622,22/06/2025
A-524601,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,USD 590,99036.0,39,,2,,1.0,13,No,No,,-34.55479421006252,"-58,46117439537363",12/02/2024
A-289071,PH en alquiler en Recoleta - 2 ambientes,Recoleta,PH,USD 1.217,,61 m²,61.0,2,1.0,1.0,4,Sí,No,,-34.59076888932979,-58.39648673952901,26/06/2024
A-637920,Departamento en alquiler en Recoleta - 5 ambientes,Recoleta,Departamento,2.557.000,371976.0,125 m²,,5,4.0,3.0,23,No,Sí,Pileta,-34.59438353748873,-58.37779571721796,01/02/2024
A-859870,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 100,152808.0,50 m²,50.0,2,1.0,1.0,,Sí,Sí,,-34.545259780585425,-58.45920787507176,17/08/2025
A-500754,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,436.000,24014.0,40 m²,40.0,2 amb.,1.0,,37 años,Sí,No,,-34.629786593552254,-58.46505785842644,02/02/2024
A-776500,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,$ 348.327.495,,73,73.0,4,3.0,,0,No,Sí,,"-34,57657318028103",-58.48689472669774,16/04/2024
A-140766,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,579.000,,33 m²,33.0,1,1.0,1.0,,No,No,,-34.5730249233887,-58.47867072089703,23/07/2024
A-335280,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,$ 1.284.000,94496.0,72 m²,72.0,3 amb.,2.0,1.0,,No,Sí,,-34.61611799019802,-58.41093381687366,02/03/2025
A-757761,Departamento en alquiler en Palermo - 4 ambientes,Palermo,Departamento,1.449.000,246777.0,84,84.0,4 amb.,3.0,2.0,4,No,No,,-34.56590688573572,-58.41827662927585,23/06/2025
A-888947,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.120.000,201241.0,53 m²,53.0,3,2.0,2.0,,Sí,No,,-34.58100010839006,-58.392612174838334,17/10/2024
A-603659,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,710.000,,76 m²,76.0,3,2.0,1.0,26,No,Sí,,-34.62570944076898,-58.465573445558995,13/09/2024
A-680188,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,763.000,5227000.0,63,63.0,3,2.0,,23,No,No,,-34.54730648311051,"-58,4642834294049",01/01/2024
A-236004,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,$ 949.000,148670.0,67,,3,,1.0,15,No,Sí,,"-34,630197272926246",-58.451963179516824,19/06/2025
A-187407,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,USD 1.073,,60 m²,,3 amb.,2.0,1.0,10,Sí,Sí,,-34.582867412286824,-58.46621378507387,02/08/2024
A-264727,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,248.000,40370.0,34 m²,34.0,1 amb.,1.0,1.0,22,No,No,,-34.60266838457061,-58.42492887845908,14/08/2025
A-842311,Departamento en alquiler en Belgrano - 4 ambientes,Belgrano,Departamento,1.574.000,142824.0,85 m²,85.0,4,3.0,2.0,11,No,Sí,,-34.57765039967088,-58.477552269986354,15/03/2025
A-643928,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,USD 515,33189.0,41,41.0,1,1.0,1.0,10,No,Sí,,-34.62449018974469,-58.418348829204255,23/01/2024
A-848696,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,650.000,36282.0,60,60.0,3,2.0,2.0,13 años,Sí,No,,"-34,6360451959839",-58.36925713496407,05/05/2025
A-885521,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,517.000,,34,34.0,2,1.0,1.0,,No,No,,-34.61827502400158,-58.41412227640252,12/04/2024
A-864303,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,USD 199,17579.0,22 m²,22.0,1,1.0,1.0,12,No,Sí,,-34.573790534416965,"-58,50312923379419",30/05/2024
A-407266,PH en alquiler en Boedo - 4 ambientes,Boedo,PH,1.310.000,,88,88.0,4,3.0,2.0,14,Sí,Sí,,-34.65415737430357,"-58,41915129067448",25/09/2024
A-488936,Departamento en alquiler en Villa Crespo - 4 ambientes,Villa Crespo,Departamento,1.017.000,182034.0,83 m²,83.0,4,3.0,2.0,17,No,Sí,,-34.602749220893706,-58.43909472010731,03/12/2024
A-426624,PH en alquiler en Almagro - 3 ambientes,Almagro,PH,516.000,,41,41.0,3,2.0,1.0,38,Sí,No,,-34.633609060032185,-58.43739416323451,20/11/2024
A-174299,Departamento en alquiler en Recoleta - 3 ambientes, Recoleta ,Departamento,1.353.000,213404.0,70,70.0,3,2.0,1.0,,Sí,No,,-34.60076025399796,-58.382740502827204,06/06/2025
A-998044,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,$ 627.000,66982.0,27 m²,27.0,2 amb.,1.0,1.0,4,No,Sí,,-34.61700571858995,-58.455745325486156,05/05/2025
A-950216,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,887.000,76558.0,61,61.0,2,1.0,1.0,31,No,Sí,,-34.59481899960513,"-58,443290224004976",25/03/2024
A-441239,Departamento en alquiler en Boedo - 2 ambientes,Boedo,Departamento,461.000,71281.0,39,39.0,2,1.0,1.0,,Sí,Sí,,-34.628586812715,-58.425296507088085,16/09/2024
A-907307,PH en alquiler en Palermo - 3 ambientes,Palermo,PH,2.429.000,,98,98.0,3,,1.0,0,No,No,,-34.579661994326095,-58.41602295663308,16/02/2024
A-993283,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,552.000,83161.0,30,30.0,1,1.0,1.0,9,Sí,Sí,,-34.60062589596455,-58.422584659466324,31/12/2024
A-435270,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,680.000,10453900.0,29 m²,29.0,1,1.0,1.0,0,Sí,No,,"-34,55666326953154",-58.46686740974297,20/07/2024
A-830802,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 100,70096.0,55 m²,55.0,2,1.0,1.0,7,No,No,,"-34,54263257650562",-58.43594741127157,01/11/2024
A-869822,PH en alquiler en Flores - 2 ambientes, Flores ,PH,844.000,,80,80.0,2,1.0,1.0,25,Sí,No,Pileta,-34.65506949597314,-58.45882788369444,05/01/2024
A-472851,Departamento en alquiler en Caballito - 5 ambientes,Caballito,Departamento,1.518.000,145823.0,101,101.0,5 amb.,4.0,3.0,1,No,Sí,,-34.61441852732998,-58.44964703106159,22/09/2024
A-718430,Departamento en alquiler en San Telmo - 1 ambientes,san telmo,Departamento,USD 356,66518.0,23 m²,23.0,1,1.0,1.0,5,No,No,,-34.62291234678575,-58.37644699314881,29/04/2025
A-471590,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,1.188.000,98835.0,52,52.0,2,,1.0,24,No,Sí,,-34.60222715209329,-58.404610090993955,23/01/2025
A-170162,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,$ 522.000,,24 m²,24.0,2,1.0,1.0,3,Sí,Sí,,-34.615709427863266,-58.370253730093474,07/08/2025
A-492582,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,535.000,81665.0,53,53.0,3 amb.,2.0,1.0,5,No,No,,-34.62497348169582,-58.46782412617624,16/01/2024
A-913099,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,$ 100,64461.0,49 m²,49.0,2,1.0,1.0,25,Sí,No,,-34.574247931532746,-58.44285847601623,02/06/2025
A-372371,Departamento en alquiler en Colegiales - 4 ambientes,Colegiales,Departamento,1.393.000,130658.0,100 m²,100.0,4 amb.,3.0,2.0,4,No,Sí,,-34.590916151535914,-58.443118794499746,09/04/2024
A-145724,PH en alquiler en Nuñez - 2 ambientes,Nuñez,PH,USD 795,,66,66.0,2,1.0,1.0,15 años,Sí,Sí,,-34.540829019535664,-58.469477116163716,12/05/2024
A-597833,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,$ 100,,91,91.0,3,,1.0,A estrenar,Sí,No,,-34.580344095127664,-58.49977903703521,17/06/2024
