listing_id,category_l1,category_l2,property_type,neighborhood,price_ars,covered_area_m2,total_area_m2,rooms,bedrooms,bathrooms,age_years,has_garage,has_balcony,has_pool,lat,lng,created_at
MLA433159843,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,624000.0,47.0,47.0,3.0,2.0,1.0,34.0,False,True,False,-34.60363,-58.382261,2024-06-25 00:00:00
MLA775472653,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,,34.0,,2.0,1.0,1.0,,False,True,False,-34.531447,-58.456314,2025-01-19 00:00:00
MLA191211839,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,846000.0,51.0,51.0,3.0,2.0,1.0,,False,True,False,-34.523712,-58.47009,2024-10-31 00:00:00
MLA789420818,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1048000.0,51.0,51.0,4.0,3.0,2.0,2.0,False,False,False,-34.568222,-58.434622,2024-12-17 00:00:00
MLA729871923,Inmuebles,Alquiler,CASA,Caballito,1138000.0,,309.0,3.0,2.0,1.0,,False,True,True,-34.62318,-58.435755,2024-12-06 00:00:00
MLA690116832,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,511000.0,48.0,,2.0,1.0,,32.0,False,False,False,-34.645978,-58.428782,2024-11-02 00:00:00
MLA853112846,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,812000.0,52.0,52.0,3.0,2.0,2.0,,False,True,False,-34.605952,-58.420188,2024-11-18 00:00:00
MLA951810667,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1161000.0,85.0,85.0,4.0,3.0,2.0,14.0,False,True,False,-34.563186,-58.464017,2024-05-20 00:00:00
MLA526118365,Inmuebles,Alquiler,DEPARTAMENTO,Flores,371000.0,31.0,31.0,2.0,1.0,1.0,8.0,True,False,False,-34.620061,-58.460865,2024-02-29 00:00:00
MLA872393398,Inmuebles,Alquiler,PH,Villa Urquiza,1523000.0,120.0,127.0,5.0,4.0,3.0,,True,False,False,-34.605896,-58.483906,2024-06-18 00:00:00
MLA703275193,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,815000.0,63.0,,3.0,2.0,1.0,57.0,True,True,False,-34.542153,-58.479455,2025-07-31 00:00:00
MLA202800272,Inmuebles,Alquiler,PH,Almagro,,73.0,84.0,3.0,2.0,1.0,17.0,True,False,False,-34.586103,-58.398197,2024-09-10 00:00:00
MLA464406271,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,959000.0,58.0,58.0,4.0,3.0,2.0,17.0,False,True,False,-34.571562,-58.47173,2024-05-06 00:00:00
MLA417106571,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,540000.0,36.0,36.0,1.0,1.0,1.0,9.0,False,True,False,-34.561584,-58.46661,2025-06-03 00:00:00
MLA145242157,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,542000.0,46.0,,2.0,1.0,1.0,,False,True,True,-34.598649,-58.433986,2024-02-22 00:00:00
MLA200953079,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,904000.0,57.0,57.0,3.0,2.0,2.0,2.0,False,True,False,-34.580118,-58.482585,2024-03-18 00:00:00
MLA322271507,Inmuebles,Alquiler,DEPARTAMENTO,Flores,235000.0,25.0,25.0,1.0,1.0,1.0,,True,True,False,-34.623979,-58.47303,2025-05-06 00:00:00
MLA957795244,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1035000.0,64.0,64.0,3.0,2.0,1.0,25.0,False,False,False,-34.580263,-58.448458,2024-06-13 00:00:00
MLA683186359,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,635000.0,53.0,53.0,3.0,2.0,1.0,37.0,False,True,False,-34.58667,-58.498772,2025-01-26 00:00:00
MLA244892801,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,286000.0,,21.0,2.0,1.0,1.0,17.0,True,True,False,-34.6068,-58.44518,2024-09-22 00:00:00
MLA324464051,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,611000.0,44.0,44.0,1.0,1.0,1.0,,False,True,False,-34.568979,-58.48077,2025-01-09 00:00:00
MLA877045744,Inmuebles,Alquiler,PH,Almagro,702000.0,,,2.0,1.0,1.0,6.0,True,True,False,-34.605988,-58.42348,2024-01-27 00:00:00
MLA398295299,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,821000.0,56.0,,3.0,2.0,2.0,12.0,True,True,False,-34.608492,-58.411647,2024-03-07 00:00:00
MLA903292011,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1542000.0,91.0,91.0,5.0,,3.0,19.0,False,False,False,-34.653712,-58.374567,2025-07-28 00:00:00
MLA601135712,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,531000.0,43.0,43.0,2.0,1.0,1.0,3.0,False,False,False,-34.631322,-58.433341,2024-12-27 00:00:00
MLA169737651,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1121000.0,76.0,76.0,4.0,3.0,2.0,1.0,True,True,False,-34.600439,-58.429949,2024-07-22 00:00:00
MLA688260402,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,642000.0,44.0,44.0,2.0,1.0,1.0,24.0,False,True,False,-34.591789,-58.389471,2024-03-03 00:00:00
MLA417615263,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1659000.0,89.0,89.0,4.0,3.0,2.0,,False,True,False,-34.586506,-58.401382,2024-10-02 00:00:00
MLA808462300,Inmuebles,Alquiler,PH,Colegiales,928000.0,58.0,61.0,2.0,1.0,1.0,16.0,True,False,True,-34.576576,-58.465074,2025-06-29 00:00:00
MLA105452361,Inmuebles,Alquiler,DEPARTAMENTO,Flores,381000.0,33.0,33.0,1.0,1.0,1.0,18.0,False,True,False,-34.636315,-58.457081,2025-06-27 00:00:00
MLA514534806,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,,81.0,81.0,3.0,2.0,2.0,12.0,False,False,False,-34.556145,-58.454801,2024-11-18 00:00:00
MLA933181501,Inmuebles,Alquiler,PH,Boedo,494000.0,35.0,60.0,,1.0,1.0,5.0,True,False,False,-34.653279,-58.422626,2024-08-18 00:00:00
MLA506292135,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,2264000.0,73.0,73.0,4.0,3.0,2.0,39.0,False,True,False,-34.562838,-58.406293,2025-02-03 00:00:00
MLA814885671,Inmuebles,Alquiler,PH,San Telmo,739000.0,59.0,69.0,2.0,1.0,1.0,,False,True,True,-34.599309,-58.368406,2024-01-10 00:00:00
MLA199318270,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,,52.0,,,1.0,1.0,4.0,False,True,False,-34.575015,-58.400879,2025-05-29 00:00:00
MLA458340818,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,331000.0,24.0,24.0,1.0,1.0,1.0,2.0,False,True,False,-34.591323,-58.508288,2024-01-24 00:00:00
MLA308593858,Inmuebles,Alquiler,DEPARTAMENTO,Flores,405000.0,39.0,39.0,2.0,1.0,1.0,5.0,True,False,False,-34.634946,-58.434515,2024-10-02 00:00:00
MLA519503780,Inmuebles,Alquiler,CASA,Boedo,769000.0,78.0,,3.0,2.0,1.0,,False,True,True,-34.627775,-58.398637,2025-02-01 00:00:00
MLA621361914,Inmuebles,Alquiler,PH,Recoleta,756000.0,43.0,56.0,2.0,1.0,1.0,,True,False,False,-34.584439,-58.390896,2025-02-19 00:00:00
MLA177296177,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1655000.0,69.0,,3.0,2.0,1.0,1.0,True,True,False,-34.614308,-58.479274,2024-01-07 00:00:00
MLA675024705,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,778000.0,55.0,,2.0,1.0,1.0,,True,True,False,-34.623847,-58.430599,2024-07-08 00:00:00
MLA763038868,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,259000.0,23.0,23.0,1.0,1.0,1.0,15.0,True,False,False,-34.630623,-58.366268,2025-04-09 00:00:00
MLA882884182,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,,50.0,50.0,3.0,2.0,1.0,0.0,False,False,False,-34.593624,-58.438745,2024-01-07 00:00:00
MLA429712303,Inmuebles,Alquiler,DEPARTAMENTO,Flores,742000.0,100.0,100.0,4.0,3.0,2.0,28.0,False,False,False,-34.622108,-58.460042,2024-11-15 00:00:00
MLA655040641,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,629000.0,36.0,36.0,2.0,1.0,1.0,,True,True,False,-34.555277,-58.474573,2024-06-26 00:00:00
MLA734604657,Inmuebles,Alquiler,PH,San Telmo,1871000.0,131.0,139.0,5.0,4.0,2.0,,True,False,True,-34.634391,-58.369215,2025-02-20 00:00:00
MLA396720850,Inmuebles,Alquiler,CASA,Villa Crespo,2733000.0,102.0,,4.0,3.0,2.0,3.0,True,False,True,-34.614908,-58.436839,2024-01-29 00:00:00
MLA875056553,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,765000.0,39.0,39.0,1.0,1.0,1.0,,True,True,False,-34.592244,-58.408354,2024-11-03 00:00:00
MLA903893171,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,232000.0,22.0,22.0,1.0,1.0,1.0,,False,True,False,-34.57461,-58.485072,2024-12-06 00:00:00
MLA677086831,Inmuebles,Alquiler,DEPARTAMENTO,Flores,611000.0,46.0,46.0,2.0,,1.0,49.0,False,False,False,-34.630399,-58.459887,2024-08-31 00:00:00
MLA584443328,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,5337000.0,189.0,189.0,8.0,7.0,5.0,6.0,False,True,False,-34.585919,-58.422218,2024-03-16 00:00:00
MLA972760776,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1011000.0,52.0,52.0,2.0,1.0,1.0,5.0,False,False,False,-34.55813,-58.449431,2025-08-07 00:00:00
MLA136820367,Inmuebles,Alquiler,PH,Belgrano,1206000.0,,,2.0,1.0,1.0,,True,True,True,-34.588664,-58.464571,2025-01-21 00:00:00
MLA693754998,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,447000.0,48.0,48.0,2.0,1.0,1.0,2.0,False,True,False,-34.621464,-58.377607,2024-09-22 00:00:00
MLA951667513,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,802000.0,77.0,,4.0,3.0,2.0,4.0,False,True,False,-34.574772,-58.501553,2024-12-18 00:00:00
MLA821711799,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,2607000.0,128.0,128.0,,5.0,3.0,18.0,True,True,False,-34.589277,-58.477173,2024-12-29 00:00:00
MLA650224814,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,362000.0,33.0,,1.0,1.0,1.0,33.0,False,True,False,-34.586221,-58.399069,2024-06-17 00:00:00
MLA365590663,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1568000.0,56.0,56.0,2.0,1.0,,5.0,False,True,False,-34.573786,-58.454076,2024-11-02 00:00:00
MLA162500264,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,1699000.0,108.0,108.0,5.0,4.0,2.0,22.0,False,True,False,-34.62325,-58.386449,2024-02-02 00:00:00
MLA351081988,Inmuebles,Alquiler,CASA,Belgrano,4731000.0,188.0,243.0,6.0,5.0,4.0,4.0,True,False,False,-34.566827,-58.448913,2025-07-11 00:00:00
MLA989363196,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,835000.0,65.0,65.0,2.0,1.0,1.0,3.0,False,True,False,-34.581194,-58.44595,2024-11-24 00:00:00
MLA300400419,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,510000.0,53.0,53.0,3.0,2.0,1.0,6.0,True,False,False,-34.625621,-58.410097,2025-01-13 00:00:00
MLA781751078,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,850000.0,,39.0,1.0,,,,True,True,False,-34.632728,-58.352622,2025-02-12 00:00:00
MLA245904557,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1068000.0,55.0,55.0,1.0,1.0,1.0,,False,True,False,-34.564985,-58.459488,2024-03-19 00:00:00
MLA281650538,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1088000.0,46.0,46.0,,1.0,1.0,20.0,True,True,False,-34.586969,-58.412763,2024-04-01 00:00:00
MLA165001628,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,698000.0,37.0,,2.0,1.0,1.0,3.0,True,True,False,-34.574126,-58.383379,2024-08-18 00:00:00
MLA947988550,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,926000.0,65.0,,4.0,3.0,2.0,25.0,False,False,False,-34.620101,-58.451203,2024-02-20 00:00:00
MLA881675020,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,834000.0,50.0,50.0,2.0,1.0,1.0,,False,False,False,-34.593865,-58.445625,2025-04-03 00:00:00
MLA195131905,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,330000.0,39.0,,2.0,1.0,1.0,5.0,False,True,False,-34.62919,-58.409195,2024-01-10 00:00:00
MLA576707572,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,538000.0,42.0,42.0,2.0,1.0,1.0,1.0,False,True,False,-34.622706,-58.374588,2025-02-05 00:00:00
MLA571400008,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,508000.0,35.0,35.0,2.0,,1.0,7.0,False,False,False,-34.590725,-58.423275,2024-01-20 00:00:00
MLA575132149,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,2691000.0,98.0,98.0,4.0,3.0,3.0,4.0,False,True,False,-34.559595,-58.469854,2025-01-27 00:00:00
MLA617437257,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,434000.0,41.0,41.0,2.0,1.0,1.0,4.0,False,True,False,-34.619274,-58.377509,2025-04-07 00:00:00
MLA924997038,Inmuebles,Alquiler,CASA,Villa Crespo,965000.0,60.0,176.0,3.0,2.0,1.0,11.0,True,False,False,-34.595788,-58.436848,2024-07-14 00:00:00
MLA899044275,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1063000.0,82.0,82.0,3.0,2.0,2.0,,True,False,False,-34.631904,-58.444562,2025-07-07 00:00:00
MLA125589292,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1506000.0,94.0,94.0,4.0,3.0,2.0,52.0,False,False,False,-34.544607,-58.453623,2025-06-22 00:00:00
MLA222220818,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,354000.0,35.0,35.0,1.0,,1.0,46.0,True,True,False,-34.590496,-58.491688,2024-04-11 00:00:00
MLA811174363,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,757000.0,77.0,77.0,4.0,3.0,2.0,7.0,False,True,False,-34.633144,-58.401647,2024-09-19 00:00:00
MLA834483332,Inmuebles,Alquiler,PH,Boedo,1243000.0,87.0,95.0,4.0,3.0,2.0,,True,True,True,-34.625417,-58.415159,2025-07-29 00:00:00
MLA230118803,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,504000.0,49.0,49.0,3.0,2.0,1.0,22.0,False,False,False,-34.610352,-58.391851,2024-04-11 00:00:00
MLA242934441,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1042000.0,,56.0,3.0,2.0,1.0,36.0,False,True,False,-34.586526,-58.41268,2024-04-07 00:00:00
MLA360416565,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,546000.0,,48.0,3.0,2.0,1.0,21.0,True,True,False,-34.625429,-58.415682,2024-06-12 00:00:00
MLA958123009,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,,76.0,,4.0,3.0,,11.0,True,True,False,-34.601047,-58.432148,2024-01-03 00:00:00
MLA748195083,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1776000.0,95.0,95.0,5.0,4.0,2.0,0.0,False,True,False,-34.621971,-58.45649,2024-05-25 00:00:00
MLA587340848,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,,37.0,37.0,1.0,1.0,1.0,7.0,False,True,False,-34.565407,-58.450235,2024-03-29 00:00:00
MLA546301235,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,605000.0,43.0,,2.0,1.0,1.0,,False,True,False,-34.645046,-58.419118,2024-12-26 00:00:00
MLA407939340,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,3849000.0,126.0,126.0,6.0,5.0,4.0,14.0,False,False,False,-34.565671,-58.452577,2024-09-04 00:00:00
MLA964038885,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,543000.0,48.0,48.0,3.0,2.0,2.0,20.0,False,False,False,-34.599187,-58.414872,2025-04-09 00:00:00
MLA993399455,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,461000.0,36.0,36.0,1.0,1.0,1.0,9.0,False,True,False,-34.608885,-58.423961,2024-07-11 00:00:00
MLA388220535,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,474000.0,35.0,35.0,2.0,1.0,,9.0,False,True,False,-34.578837,-58.488442,2024-07-18 00:00:00
MLA983275496,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,268000.0,22.0,22.0,1.0,1.0,1.0,39.0,False,True,False,-34.578185,-58.38811,2025-03-07 00:00:00
MLA152710598,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,333000.0,20.0,20.0,1.0,1.0,1.0,21.0,False,True,True,-34.599824,-58.427848,2024-07-13 00:00:00
MLA941086009,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,450000.0,31.0,,1.0,1.0,1.0,20.0,False,False,False,-34.537596,-58.453454,2024-11-04 00:00:00
MLA165536812,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,,70.0,70.0,2.0,1.0,1.0,22.0,False,False,False,-34.538144,-58.477705,2024-04-09 00:00:00
MLA147542284,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,818000.0,42.0,42.0,2.0,1.0,1.0,,False,True,False,-34.58631,-58.449252,2024-01-03 00:00:00
MLA331152049,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1338000.0,62.0,62.0,3.0,2.0,1.0,,False,True,False,-34.559593,-58.464924,2024-04-01 00:00:00
MLA346614509,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,745000.0,50.0,50.0,2.0,1.0,1.0,51.0,True,True,False,-34.542074,-58.47792,2024-03-13 00:00:00
MLA970627019,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,661000.0,30.0,30.0,1.0,1.0,1.0,15.0,False,False,False,-34.566136,-58.454892,2025-02-15 00:00:00
MLA921822763,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,662000.0,51.0,51.0,3.0,2.0,2.0,,False,False,False,-34.551189,-58.459424,2024-08-22 00:00:00
MLA151634205,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,817000.0,47.0,47.0,3.0,2.0,1.0,,False,True,False,-34.555139,-58.454215,2024-05-30 00:00:00
MLA848290888,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,603000.0,32.0,,1.0,1.0,1.0,3.0,True,True,False,-34.592024,-58.450113,2025-02-18 00:00:00
MLA517509935,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,,53.0,53.0,3.0,2.0,1.0,,False,True,False,-34.608767,-58.424177,2024-07-23 00:00:00
MLA591294653,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,590000.0,54.0,54.0,3.0,2.0,2.0,,False,True,False,-34.607734,-58.40172,2025-05-25 00:00:00
MLA221581895,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,,62.0,62.0,2.0,1.0,,,False,False,False,-34.612339,-58.409396,2024-04-29 00:00:00
MLA543025549,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,420000.0,36.0,36.0,2.0,1.0,1.0,31.0,False,True,False,-34.648475,-58.408697,2024-12-15 00:00:00
MLA792659095,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,887000.0,51.0,,3.0,2.0,1.0,,True,True,False,-34.602518,-58.359334,2024-08-05 00:00:00
MLA491722900,Inmuebles,Alquiler,PH,San Telmo,714000.0,55.0,73.0,2.0,1.0,,,True,True,False,-34.62886,-58.389616,2024-01-21 00:00:00
MLA972908931,Inmuebles,Alquiler,PH,Recoleta,,49.0,61.0,2.0,1.0,1.0,,True,False,False,-34.574246,-58.396176,2024-02-22 00:00:00
MLA456466548,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,683000.0,35.0,,2.0,1.0,1.0,4.0,False,False,True,-34.571335,-58.459824,2024-11-06 00:00:00
MLA306150635,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,689000.0,39.0,39.0,3.0,2.0,2.0,20.0,False,True,False,-34.565876,-58.462261,2024-03-21 00:00:00
MLA686480856,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1277000.0,36.0,36.0,2.0,1.0,1.0,9.0,False,True,False,-34.574068,-58.435188,2024-03-21 00:00:00
MLA450254605,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,398000.0,27.0,27.0,1.0,1.0,1.0,4.0,False,True,False,-34.589706,-58.459987,2024-09-03 00:00:00
MLA840747696,Inmuebles,Alquiler,CASA,Belgrano,1959000.0,75.0,188.0,3.0,2.0,1.0,,True,False,False,-34.560327,-58.445518,2025-07-16 00:00:00
MLA714207279,Inmuebles,Alquiler,DEPARTAMENTO,Flores,435000.0,47.0,47.0,2.0,1.0,1.0,5.0,True,True,False,-34.652527,-58.46519,2024-09-19 00:00:00
MLA718098555,Inmuebles,Alquiler,CASA,Palermo,2114000.0,99.0,317.0,4.0,3.0,2.0,8.0,True,False,False,-34.579258,-58.412923,2025-03-11 00:00:00
MLA993094388,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,468000.0,36.0,36.0,2.0,1.0,1.0,2.0,True,True,False,-34.625113,-58.37685,2025-06-29 00:00:00
MLA195697777,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,,,49.0,2.0,1.0,1.0,0.0,False,True,False,-34.61049,-58.35602,2024-05-07 00:00:00
MLA336775248,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,613000.0,38.0,38.0,2.0,1.0,1.0,8.0,True,True,True,-34.63365,-58.437494,2024-10-25 00:00:00
MLA507582077,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1159000.0,82.0,82.0,3.0,2.0,1.0,6.0,False,False,False,-34.59279,-58.43741,2025-07-29 00:00:00
MLA442603403,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,1226000.0,,56.0,3.0,2.0,1.0,4.0,False,True,False,-34.603969,-58.417357,2025-06-25 00:00:00
MLA386230978,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,482000.0,49.0,49.0,2.0,1.0,1.0,23.0,False,True,False,-34.604297,-58.436791,2024-06-11 00:00:00
MLA922419785,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1204000.0,85.0,85.0,4.0,3.0,2.0,7.0,False,False,False,-34.61826,-58.460017,2024-01-29 00:00:00
MLA171330686,Inmuebles,Alquiler,DEPARTAMENTO,Flores,665000.0,49.0,49.0,3.0,,1.0,8.0,False,False,False,-34.634264,-58.447875,2025-01-06 00:00:00
MLA283284101,Inmuebles,Alquiler,PH,Flores,1346000.0,66.0,87.0,2.0,,1.0,3.0,True,True,True,-34.633611,-58.448193,2024-11-08 00:00:00
MLA612992551,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,259000.0,33.0,33.0,2.0,1.0,1.0,26.0,True,False,True,-34.639828,-58.360778,2024-05-09 00:00:00
MLA430989929,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,,37.0,37.0,1.0,1.0,1.0,11.0,False,False,False,-34.63642,-58.444542,2025-03-30 00:00:00
MLA457239085,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,320000.0,20.0,20.0,1.0,1.0,1.0,,True,False,False,-34.572834,-58.443452,2024-01-25 00:00:00
MLA733893410,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,719000.0,47.0,47.0,2.0,1.0,1.0,24.0,False,False,False,-34.624626,-58.448797,2024-05-26 00:00:00
MLA732909191,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,904000.0,57.0,57.0,2.0,1.0,1.0,,False,False,False,-34.541027,-58.457718,2024-09-07 00:00:00
MLA406734973,Inmuebles,Alquiler,PH,Belgrano,940000.0,61.0,74.0,2.0,1.0,,9.0,False,True,True,-34.54725,-58.463493,2024-09-26 00:00:00
MLA826978572,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,499000.0,34.0,34.0,1.0,1.0,1.0,,True,True,False,-34.606668,-58.430167,2025-01-21 00:00:00
MLA566149728,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,840000.0,50.0,50.0,2.0,1.0,1.0,3.0,True,False,False,-34.622885,-58.374132,2024-03-27 00:00:00
MLA128602617,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1009000.0,50.0,50.0,3.0,2.0,1.0,27.0,True,False,False,-34.569024,-58.444722,2025-04-01 00:00:00
MLA740454658,Inmuebles,Alquiler,PH,San Telmo,413000.0,43.0,69.0,2.0,1.0,1.0,1.0,True,True,False,-34.610249,-58.372077,2025-04-28 00:00:00
MLA606774627,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,435000.0,34.0,34.0,2.0,1.0,1.0,,False,True,False,-34.552341,-58.463444,2024-06-18 00:00:00
MLA269292345,Inmuebles,Alquiler,PH,San Telmo,1176000.0,77.0,98.0,3.0,2.0,1.0,,True,False,False,-34.618461,-58.34839,2025-07-16 00:00:00
MLA591369502,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1239000.0,83.0,,3.0,,1.0,8.0,False,True,True,-34.615128,-58.45659,2024-09-30 00:00:00
MLA941275697,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,485000.0,27.0,27.0,1.0,1.0,1.0,6.0,False,False,False,-34.581501,-58.458914,2024-05-16 00:00:00
MLA217555923,Inmuebles,Alquiler,DEPARTAMENTO,Flores,760000.0,59.0,59.0,3.0,2.0,1.0,,False,False,False,-34.622484,-58.453037,2024-09-24 00:00:00
MLA556059983,Inmuebles,Alquiler,CASA,Colegiales,2840000.0,129.0,239.0,4.0,3.0,2.0,0.0,True,False,False,-34.570764,-58.452761,2024-07-02 00:00:00
MLA477138027,Inmuebles,Alquiler,PH,Boedo,2089000.0,139.0,,,3.0,2.0,4.0,True,False,False,-34.626457,-58.417448,2024-08-25 00:00:00
MLA165695412,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1153000.0,91.0,91.0,4.0,3.0,2.0,3.0,False,True,True,-34.544137,-58.457343,2024-09-10 00:00:00
MLA811102285,Inmuebles,Alquiler,PH,Flores,1947000.0,158.0,167.0,6.0,5.0,4.0,,True,False,True,-34.618862,-58.456735,2024-10-21 00:00:00
MLA893546446,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,636000.0,49.0,49.0,3.0,2.0,1.0,9.0,False,True,False,-34.62657,-58.43761,2025-02-08 00:00:00
MLA899112237,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1757000.0,111.0,111.0,5.0,4.0,3.0,5.0,False,False,False,-34.641546,-58.417383,2024-08-03 00:00:00
MLA959356259,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,1611000.0,77.0,77.0,4.0,3.0,2.0,3.0,True,False,False,-34.571694,-58.490842,2024-06-25 00:00:00
MLA291599699,Inmuebles,Alquiler,PH,Colegiales,973000.0,78.0,86.0,3.0,2.0,1.0,,True,False,True,-34.587595,-58.443458,2025-04-11 00:00:00
MLA758090071,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1026000.0,39.0,39.0,2.0,1.0,1.0,0.0,True,True,False,-34.567735,-58.416761,2024-06-26 00:00:00
