codigo,operacion,tipo_inmueble,barrio,precio_publicado,superficie,descripcion,coordenadas,publicado
AP-74719,Alquiler,casa,Palermo,$2.194.000/mes,77,3 ambientes. 2 baños. pileta,,02-03-2024
AP-36264,Alquiler,departamento,Colegiales,$965.000/mes,58,3 ambientes. 2 dorm,"-34.56637206083899,-58.456584989600984",04-03-2025
AP-12634,Alquiler,ph,Palermo,$2.025.000/mes,87,4 ambientes. con cochera. 40 años,"-34.576734145299596,-58.44069903906509",12-09-2024
AP-92868,Alquiler,departamento,San Telmo,$542.000/mes,47,2 ambientes. 1 dorm. pileta,"-34.61324415804237,-58.354306031589154",14-12-2024
AP-41409,Alquiler,departamento,Belgrano,$498.000/mes,39,1 dorm. balcón,"-34.559926414876095,-58.45045562039432",16-10-2024
AP-71167,Alquiler,departamento,Nuñez,$494.000/mes,31,1 ambientes. 1 dorm. 1 baños. con cochera,,14-02-2024
AP-86279,Alquiler,departamento,San Telmo,$969.000/mes,68,2 ambientes. 1 dorm. 8 años,"-34.618332521730395,-58.35665361024024",22-11-2024
AP-97604,Alquiler,departamento,Belgrano,$1.574.000/mes,,4 ambientes. 3 dorm. balcón. 11 años,"-34.57765039967088,-58.477552269986354",12-01-2024
AP-59194,Alquiler,departamento,Flores,$427.000/mes,46 a 56 m2,3 ambientes. 2 dorm. 1 baños,,25-10-2024
AP-97571,Alquiler,departamento,Boedo,$2.296.000/mes,150,6 dorm. 4 baños. con cochera,,02-01-2025
AP-61403,Alquiler,departamento,San Telmo,$1.070.000/mes,86,3 ambientes. 2 dorm. 2 baños,"-34.63681373124388,-58.375708723102925",08-03-2025
AP-26358,Alquiler,departamento,Flores,$621.000/mes,48,3 ambientes. 2 dorm. 1 baños,,14-04-2025
AP-22521,Alquiler,ph,Villa Urquiza,$979.000/mes,62,3 ambientes. 1 baños,"-34.58290933831655,-58.4860566484884",14-10-2024
AP-36326,Alquiler,departamento,Colegiales,$1.206.000/mes,64,3 ambientes. 2 dorm. con cochera. balcón. 6 años,"-34.572870598739826,-58.4438976124484",27-05-2025
AP-20293,Alquiler,departamento,Villa Urquiza,$473.000/mes,32,1 ambientes. 1 dorm. 1 baños. balcón. 15 años,,30-03-2024
AP-39161,Alquiler,departamento,Caballito,$613.000/mes,38,2 ambientes. 1 dorm. con cochera. balcón. 8 años,,29-12-2024
AP-92100,Alquiler,casa,Nuñez,Consultar,108,10 años,"-34.555423181183365,-58.46105292950514",27-02-2025
AP-37630,Alquiler,departamento,Boedo,$918.000/mes,98,5 ambientes. 4 dorm. balcón,,04-02-2025
AP-62177,Alquiler,departamento,San Telmo,$828.000/mes,37,2 ambientes. 1 dorm. con cochera. balcón,,05-02-2024
AP-56746,Alquiler,departamento,Caballito,$748.000/mes,49,2 ambientes. 1 dorm,"-34.61556301274647,-58.4303305940373",01-02-2025
AP-70014,Alquiler,departamento,Caballito,$383.000/mes,32,2 ambientes. 1 dorm. 1 baños. 20 años,,09-05-2024
AP-99230,Alquiler,departamento,Nuñez,$858.000/mes,,4 ambientes. 2 baños. con cochera. 53 años,,01-01-2025
AP-28301,Alquiler,departamento,Belgrano,$678.000/mes,39,1 baños. pileta. balcón. 3 años,"-34.563777279984734,-58.448833684377824",26-03-2024
AP-64660,Alquiler,departamento,Boedo,Consultar,83,4 ambientes. 3 dorm,"-34.61594748038284,-58.42240644193612",03-06-2024
AP-99076,Alquiler,ph,Boedo,$761.000/mes,52,2 ambientes. 1 baños. con cochera,,21-12-2024
AP-80934,Alquiler,departamento,Flores,$476.000/mes,47,2 ambientes,"-34.62823134271074,-58.43940348898075",11-03-2024
AP-73271,Alquiler,departamento,Recoleta,$1.505.000/mes,72,4 ambientes. 3 dorm. 2 baños. 19 años,,11-04-2024
AP-47798,Alquiler,departamento,Villa Crespo,$573.000/mes,38,,"-34.609558241319526,-58.43449067690566",18-05-2024
AP-59798,Alquiler,ph,Colegiales,Consultar,56,2 ambientes. 1 dorm. 1 baños. con cochera. pileta,"-34.57090901900947,-58.46560882084465",26-11-2024
AP-92511,Alquiler,ph,Almagro,$853.000/mes,35,2 ambientes. 1 dorm. 1 baños. pileta. 5 años,"-34.63037397201386,-58.436387062523444",26-09-2024
AP-88581,Alquiler,departamento,Villa Urquiza,Consultar,57,2 dorm. balcón,"-34.582060649471096,-58.50204993184395",03-11-2024
AP-65463,Alquiler,departamento,Villa Crespo,$626.000/mes,46,1 baños. 17 años,,27-03-2025
AP-83574,Alquiler,departamento,San Telmo,$638.000/mes,,2 ambientes. 1 dorm,"-34.61565896234376,-58.37620022145509",27-07-2024
AP-45720,Alquiler,departamento,Palermo,$368.000/mes,,1 ambientes. 1 dorm. 1 baños. a estrenar,,07-01-2024
AP-75557,Alquiler,casa,San Telmo,$5.946.000/mes,273 a 283 m2,8 ambientes. 7 dorm. pileta. balcón,"-34.63244500995178,-58.365953540555765",17-06-2024
AP-67698,Alquiler,departamento,Colegiales,$746.000/mes,44,1 dorm. 1 baños,,15-02-2024
AP-25718,Alquiler,casa,Recoleta,$2.364.000/mes,,3 ambientes. 1 baños. 9 años,"-34.58931723403998,-58.39527838997099",22-01-2024
AP-90548,Alquiler,departamento,Caballito,$1.776.000/mes,95,5 ambientes. 4 dorm. 2 baños. balcón. a estrenar,,15-07-2024
AP-93452,Alquiler,departamento,Flores,$809.000/mes,59,3 ambientes. 2 dorm. 1 baños. 2 años,"-34.65166534094288,-58.462602254699625",03-08-2025
AP-48102,Alquiler,ph,Flores,$1.947.000/mes,158,6 ambientes. 5 dorm. con cochera. pileta,,17-03-2025
AP-94969,Alquiler,departamento,Almagro,$812.000/mes,52,3 ambientes. 2 dorm. balcón. 3 años,,05-04-2024
AP-63880,Alquiler,casa,Almagro,$1.103.000/mes,82,2 dorm. 1 baños,,28-05-2025
AP-60415,Alquiler,casa,Colegiales,$2.840.000/mes,124 a 134 m2,3 dorm. con cochera. a estrenar,,06-09-2024
AP-54000,Alquiler,departamento,Boedo,$524.000/mes,36,1 dorm. 1 baños. balcón. a estrenar,,27-05-2025
AP-61704,Alquiler,casa,Recoleta,$2.906.000/mes,153,5 ambientes. balcón,,20-09-2024
AP-69619,Alquiler,departamento,Colegiales,$633.000/mes,40,2 ambientes. 1 dorm. balcón. a estrenar,"-34.55832852818242,-58.459959173441135",13-01-2024
AP-74729,Alquiler,departamento,Boedo,$414.000/mes,37,1 ambientes. 1 dorm. 11 años,"-34.636419961301925,-58.44454214831515",26-01-2025
AP-70109,Alquiler,departamento,Belgrano,$1.212.000/mes,49,2 ambientes. 1 dorm. 1 baños,,27-07-2024
AP-39513,Alquiler,ph,San Telmo,$941.000/mes,77,3 ambientes. 1 baños. con cochera. pileta,"-34.60333829249079,-58.36600057528413",19-07-2025
AP-20099,Alquiler,departamento,Villa Crespo,$651.000/mes,37,2 ambientes. 1 dorm. 1 baños. 16 años,"-34.61167897722692,-58.43206257477604",14-04-2025
AP-60075,Alquiler,ph,Caballito,$585.000/mes,47,2 ambientes. 1 dorm. 1 baños. con cochera,,03-11-2024
AP-76627,Alquiler,departamento,Flores,$908.000/mes,,3 ambientes. 2 dorm,"-34.622847791436065,-58.450068567711085",13-10-2024
AP-20832,Alquiler,departamento,Recoleta,$469.000/mes,42,2 ambientes. 1 baños. balcón. 2 años,,30-12-2024
AP-75093,Alquiler,ph,Villa Urquiza,$1.484.000/mes,77 a 87 m2,3 ambientes. 2 dorm. con cochera. pileta,"-34.57068324563081,-58.48809824386278",09-04-2024
AP-10157,Alquiler,departamento,Boedo,$345.000/mes,22,1 ambientes. 1 dorm. balcón. a estrenar,"-34.62341930306184,-58.41564940668347",25-03-2024
AP-63620,Alquiler,departamento,San Telmo,$565.000/mes,40 a 50 m2,2 ambientes. 1 dorm. balcón. 16 años,,28-06-2025
AP-94759,Alquiler,departamento,Villa Urquiza,$2.279.000/mes,128,6 ambientes. 5 dorm. 3 baños. con cochera,,06-11-2024
AP-20509,Alquiler,departamento,San Telmo,$571.000/mes,51,3 ambientes. 2 dorm. 2 baños. con cochera. 22 años,"-34.62768598111022,-58.35854393031206",14-04-2024
AP-58482,Alquiler,departamento,Villa Urquiza,$1.194.000/mes,76,4 ambientes. 3 dorm. 2 baños. balcón. 47 años,,25-11-2024
AP-27761,Alquiler,departamento,Boedo,Consultar,,1 baños,"-34.63714571272325,-58.40616795677797",22-06-2024
AP-55751,Alquiler,casa,Palermo,$3.657.000/mes,197,7 dorm. con cochera. balcón,"-34.59030231809995,-58.4381383619084",16-03-2025
AP-18777,Alquiler,departamento,Villa Urquiza,$556.000/mes,30,1 ambientes. 1 dorm. 1 baños. con cochera. balcón,,04-03-2024
AP-68343,Alquiler,departamento,Caballito,$499.000/mes,34,1 ambientes. 1 dorm. 1 baños. con cochera. balcón. 1 años,,12-02-2025
AP-16866,Alquiler,departamento,Flores,$690.000/mes,,3 dorm. 1 baños. balcón. 35 años,,03-07-2024
AP-54616,Alquiler,ph,Flores,$903.000/mes,87,3 ambientes. 2 dorm. 1 baños. pileta,,25-07-2025
AP-62744,Alquiler,departamento,Belgrano,Consultar,126,6 ambientes. 14 años,"-34.56567109180805,-58.452576540545735",27-03-2025
AP-16385,Alquiler,departamento,San Telmo,$681.000/mes,55,3 ambientes. 2 dorm. 1 baños. balcón. 28 años,"-34.62540537004087,-58.37162093192617",19-04-2025
AP-57476,Alquiler,departamento,Nuñez,$1.388.000/mes,65,3 ambientes. 2 dorm. 1 baños. con cochera. pileta,,31-07-2025
AP-35799,Alquiler,departamento,Villa Crespo,$510.000/mes,26 a 36 m2,1 dorm. 1 baños. 18 años,"-34.58907461485721,-58.436104308252986",28-05-2024
AP-62310,Alquiler,departamento,Villa Crespo,$511.000/mes,30,1 ambientes. 1 baños. con cochera. pileta,"-34.584557858171905,-58.42588916067241",29-06-2025
AP-23223,Alquiler,departamento,Colegiales,$293.000/mes,25,1 ambientes. 1 dorm. 1 baños,,11-10-2024
AP-95891,Alquiler,departamento,Almagro,$620.000/mes,33,1 dorm. 1 baños. con cochera. 3 años,,25-05-2024
AP-74763,Alquiler,casa,Colegiales,$1.113.000/mes,55 a 65 m2,3 ambientes. 2 dorm. pileta. 10 años,"-34.58387165861289,-58.44892376080055",10-06-2025
AP-25576,Alquiler,departamento,Caballito,$478.000/mes,40,2 ambientes. 1 dorm. 1 baños. 19 años,,15-07-2025
AP-64196,Alquiler,ph,Belgrano,$1.206.000/mes,54 a 64 m2,2 ambientes. 1 baños. con cochera. pileta. balcón. 9 años,"-34.54568052535642,-58.484477026180606",10-06-2024
AP-43110,Alquiler,departamento,Palermo,$1.306.000/mes,57,2 dorm. 2 baños. a estrenar,,26-06-2024
AP-19072,Alquiler,departamento,San Telmo,$670.000/mes,49 a 59 m2,2 ambientes. 1 dorm. balcón,,16-12-2024
AP-77157,Alquiler,departamento,Recoleta,$1.065.000/mes,49 a 59 m2,2 ambientes. 1 dorm. 1 baños. pileta. balcón,"-34.58182864560798,-58.40122640601544",08-08-2024
AP-20212,Alquiler,departamento,Nuñez,$827.000/mes,46,2 ambientes. 1 dorm,,09-01-2025
AP-80492,Alquiler,casa,Villa Urquiza,$2.495.000/mes,114 a 124 m2,3 dorm. 2 baños. con cochera. 1 años,"-34.57597270606011,-58.469939737360285",21-03-2024
AP-68994,Alquiler,departamento,Nuñez,$533.000/mes,32,1 ambientes. 1 dorm. 1 baños. 5 años,,25-02-2024
AP-39861,Alquiler,departamento,Almagro,$330.000/mes,36,1 ambientes. 1 dorm. 1 baños. 31 años,"-34.60776425493561,-58.42792213373894",30-06-2025
AP-11904,Alquiler,departamento,Recoleta,$2.083.000/mes,,3 dorm. 2 años,"-34.58425819209763,-58.399316794047415",06-02-2025
AP-13456,Alquiler,departamento,Colegiales,$828.000/mes,46,2 ambientes. 1 baños. balcón. 6 años,"-34.56184975238227,-58.45930835977722",13-07-2025
AP-82004,Alquiler,departamento,Recoleta,$1.092.000/mes,49,2 ambientes. 5 años,,16-01-2025
AP-51569,Alquiler,departamento,Flores,$301.000/mes,36 a 46 m2,2 dorm. balcón. 15 años,"-34.62443829862838,-58.46136387443308",25-07-2024
AP-63888,Alquiler,departamento,Villa Urquiza,$568.000/mes,40,2 ambientes. 1 dorm. 1 baños. 6 años,"-34.57592540051919,-58.490361332093",11-01-2024
AP-73240,Alquiler,departamento,Almagro,$483.000/mes,43,1 dorm. 1 baños,,21-02-2025
AP-11232,Alquiler,departamento,Boedo,$492.000/mes,42,3 ambientes. 2 dorm. 1 baños,"-34.64865293025152,-58.418300842906156",29-07-2024
AP-90792,Alquiler,departamento,Belgrano,$1.212.000/mes,49,1 dorm. con cochera. 25 años,"-34.574247931532746,-58.44285847601623",22-02-2024
AP-81965,Alquiler,departamento,Recoleta,$2.286.000/mes,71 a 81 m2,4 ambientes. 3 dorm. a estrenar,,30-03-2024
AP-78585,Alquiler,departamento,Caballito,$576.000/mes,44,1 dorm. 1 baños,"-34.610090669136234,-58.43087870363022",09-05-2024
AP-16510,Alquiler,departamento,Flores,$875.000/mes,50,2 ambientes. 1 dorm. 1 baños. balcón,,19-06-2024
AP-89838,Alquiler,departamento,Almagro,$312.000/mes,20,2 ambientes. 1 dorm. 1 baños. con cochera. 13 años,,03-04-2025
AP-91140,Alquiler,departamento,Belgrano,$868.000/mes,57,3 ambientes. 2 dorm. 1 baños,,14-08-2024
AP-47747,Alquiler,departamento,Nuñez,$859.000/mes,43 a 53 m2,2 dorm. 1 baños. balcón. 27 años,"-34.53653348625293,-58.45171425054953",21-07-2025
AP-14697,Alquiler,departamento,Recoleta,$2.159.000/mes,86,3 ambientes. 1 baños. a estrenar,"-34.59420313913035,-58.403857728826075",29-05-2024
AP-41878,Alquiler,departamento,Nuñez,$1.157.000/mes,65 a 75 m2,4 ambientes. balcón,,31-01-2025
AP-65448,Alquiler,departamento,Nuñez,$763.000/mes,63,3 ambientes. 2 dorm,,20-02-2024
AP-10653,Alquiler,departamento,San Telmo,$552.000/mes,37,2 ambientes. 1 dorm. balcón,"-34.628038375234766,-58.36930940314851",19-01-2025
AP-50175,Alquiler,departamento,Villa Urquiza,$440.000/mes,20,1 ambientes. 1 dorm. 1 baños. balcón. 3 años,,05-04-2025
AP-35129,Alquiler,ph,San Telmo,$875.000/mes,59,2 ambientes. con cochera,,09-12-2024
AP-51331,Alquiler,departamento,Nuñez,$1.347.000/mes,69,4 ambientes. 3 dorm. 2 baños,,13-11-2024
AP-26411,Alquiler,departamento,San Telmo,$969.000/mes,68,2 ambientes. 1 dorm. 1 baños. balcón. 8 años,"-34.618332521730395,-58.35665361024024",18-03-2025
AP-91986,Alquiler,departamento,Almagro,$443.000/mes,40,2 ambientes. 1 dorm. 1 baños,,18-04-2025
AP-15826,Alquiler,departamento,San Telmo,$563.000/mes,47,2 ambientes. 1 dorm. 1 baños. balcón. 4 años,,21-08-2024
AP-99774,Alquiler,departamento,Recoleta,$774.000/mes,52,2 dorm. 1 baños,"-34.58786755195707,-58.40483013975496",13-10-2024
AP-11737,Alquiler,departamento,Villa Urquiza,$918.000/mes,42,1 dorm. 1 baños. con cochera. balcón. 20 años,"-34.57558549850137,-58.50476798934436",14-06-2024
AP-21617,Alquiler,casa,Palermo,$1.403.000/mes,60,2 dorm. 2 baños,"-34.57642457441594,-58.42420131192244",26-07-2024
AP-54915,Alquiler,departamento,Almagro,$1.135.000/mes,84,4 ambientes. 2 baños. balcón,,13-01-2025
AP-26866,Alquiler,departamento,San Telmo,$1.241.000/mes,70,4 ambientes. con cochera. balcón,,15-02-2024
AP-48240,Alquiler,ph,Colegiales,$620.000/mes,38,2 ambientes. 1 dorm. 1 baños. con cochera. 3 años,,11-04-2024
AP-29427,Alquiler,departamento,Nuñez,$701.000/mes,38,2 ambientes. 1 baños. 9 años,"-34.557433722863706,-58.45271915094236",22-12-2024
AP-62632,Alquiler,departamento,Flores,$811.000/mes,57,3 ambientes. 2 dorm. 1 baños. balcón. 23 años,,14-05-2025
AP-79487,Alquiler,departamento,Caballito,$1.761.000/mes,106,3 baños,"-34.623458858964945,-58.41124813280682",27-02-2025
AP-23378,Alquiler,casa,Nuñez,$2.631.000/mes,151,4 dorm. 3 baños. balcón,,17-06-2025
AP-51072,Alquiler,casa,Villa Urquiza,$2.251.000/mes,123,5 ambientes. 4 dorm. 2 baños. pileta,,18-04-2025
AP-17157,Alquiler,departamento,Almagro,$810.000/mes,58,3 ambientes. 2 dorm. 1 baños. balcón. 9 años,,23-11-2024
AP-97627,Alquiler,ph,Nuñez,$874.000/mes,66,2 ambientes. 1 baños. con cochera,"-34.540829019535664,-58.469477116163716",12-11-2024
AP-13689,Alquiler,departamento,Caballito,$1.117.000/mes,65,3 ambientes. 2 dorm. 14 años,"-34.61288265043167,-58.443714040593115",14-10-2024
AP-36777,Alquiler,ph,Almagro,Consultar,38,2 ambientes. 1 baños. con cochera. balcón. 32 años,"-34.59339891105733,-58.4143216410013",16-03-2025
AP-32369,Alquiler,departamento,Nuñez,$1.577.000/mes,71 a 81 m2,3 dorm,,14-11-2024
AP-44297,Alquiler,departamento,San Telmo,$1.191.000/mes,52,2 ambientes. 1 dorm. 1 baños,,01-08-2024
AP-28450,Alquiler,ph,Caballito,$968.000/mes,79,4 ambientes. 3 dorm. 2 baños,"-34.601512006350376,-58.40759125263983",13-12-2024
AP-30511,Alquiler,departamento,Belgrano,$408.000/mes,28,1 dorm. 1 baños. balcón,"-34.5701005503925,-58.45501426859532",01-01-2025
AP-49961,Alquiler,departamento,Colegiales,$634.000/mes,48,1 ambientes. 1 dorm. 1 baños,"-34.58024134464354,-58.45335928502578",12-09-2024
AP-69281,Alquiler,departamento,Belgrano,$476.000/mes,29,1 dorm,,07-07-2025
AP-18557,Alquiler,departamento,Almagro,$1.123.000/mes,,3 ambientes. 2 dorm. pileta. balcón,"-34.61150044741184,-58.42257011324045",18-02-2024
AP-96484,Alquiler,departamento,Boedo,$419.000/mes,51,3 ambientes. 2 dorm. 1 baños,"-34.6161329249943,-58.430380653316845",27-03-2024
AP-71664,Alquiler,departamento,Nuñez,$246.000/mes,20,1 ambientes. 1 dorm. balcón,,12-05-2025
AP-83732,Alquiler,departamento,Belgrano,$521.000/mes,20,1 dorm. 1 baños. balcón,,23-02-2025
AP-71252,Alquiler,departamento,Flores,$1.108.000/mes,81,3 ambientes. 2 dorm,,16-12-2024
AP-98378,Alquiler,departamento,Caballito,$465.000/mes,42,3 ambientes. 2 dorm. 1 baños. con cochera. 20 años,"-34.60867855529618,-58.43637825016709",24-02-2025
AP-71282,Alquiler,departamento,San Telmo,$483.000/mes,28,1 ambientes. 1 dorm. 1 baños. con cochera. balcón. a estrenar,,08-03-2025
AP-46400,Alquiler,departamento,Villa Crespo,$2.030.000/mes,111,5 ambientes. 3 baños. 17 años,"-34.59993107373553,-58.43388804603899",20-07-2025
AP-97881,Alquiler,departamento,Boedo,$208.000/mes,22,1 ambientes. 1 baños. balcón,,19-08-2024
AP-48127,Alquiler,ph,Palermo,$1.797.000/mes,76,2 ambientes. con cochera. pileta,"-34.573283103209015,-58.41065203274658",13-10-2024
AP-60546,Alquiler,departamento,San Telmo,$2.735.000/mes,184,5 baños. 13 años,"-34.61895641580478,-58.36737251304031",04-02-2025
AP-37608,Alquiler,departamento,Recoleta,$1.163.000/mes,,Balcón,,15-01-2025
AP-22874,Alquiler,ph,San Telmo,$510.000/mes,41,1 dorm. 1 baños. 2 años,,08-07-2024
AP-48515,Alquiler,departamento,Colegiales,$667.000/mes,35,1 dorm. 1 baños. 12 años,"-34.58285622127859,-58.44275309229269",29-06-2025
AP-29216,Alquiler,departamento,Villa Crespo,$683.000/mes,42,1 dorm. balcón,"-34.618358036489745,-58.423624249971645",23-06-2024
AP-77427,Alquiler,departamento,Villa Crespo,$874.000/mes,57,2 ambientes,,02-06-2024
AP-76161,Alquiler,departamento,San Telmo,$1.542.000/mes,91,5 ambientes. 3 baños,"-34.65371162620119,-58.37456675786373",27-12-2024
AP-92823,Alquiler,departamento,Boedo,$415.000/mes,35,2 ambientes. 1 baños. con cochera. balcón. 15 años,"-34.62040373124206,-58.42031553210735",11-10-2024
AP-57595,Alquiler,ph,Villa Crespo,$860.000/mes,40,2 ambientes. 1 dorm. 1 baños. con cochera. pileta. balcón,,13-01-2024
AP-74474,Alquiler,departamento,Recoleta,$1.144.000/mes,54,1 dorm. 1 baños. con cochera,"-34.58804695011154,-58.386594035242105",03-12-2024
AP-70204,Alquiler,departamento,Palermo,$1.191.000/mes,,,,13-03-2025
AP-75980,Alquiler,ph,Almagro,$753.000/mes,,2 ambientes. 1 dorm. balcón. 1 años,,20-01-2025
AP-26418,Alquiler,departamento,Belgrano,$729.000/mes,31 a 41 m2,1 ambientes. balcón,"-34.55665441963007,-58.454796477098526",09-02-2024
AP-55584,Alquiler,departamento,Colegiales,$611.000/mes,37,1 ambientes. 1 dorm. 1 baños. balcón,,04-05-2024
AP-24358,Alquiler,departamento,Nuñez,$1.157.000/mes,82,4 ambientes. 3 dorm. balcón. 2 años,"-34.55697792360888,-58.45581327987714",20-05-2025
AP-83925,Alquiler,departamento,Almagro,$1.320.000/mes,98,4 ambientes. 3 dorm. 2 baños. 15 años,,15-04-2025
AP-45182,Alquiler,departamento,Belgrano,$1.441.000/mes,67,3 ambientes. con cochera,"-34.57713649040852,-58.43799331066138",04-08-2025
AP-32374,Alquiler,departamento,Recoleta,$731.000/mes,70,3 ambientes. 2 dorm. 2 baños. balcón. 9 años,"-34.60791852784608,-58.385986912515186",23-01-2024
AP-96667,Alquiler,departamento,Almagro,$436.000/mes,34,2 ambientes. 1 dorm. a estrenar,,25-06-2024
AP-47738,Alquiler,ph,Recoleta,$2.457.000/mes,117,5 ambientes. 2 años,"-34.5885730345459,-58.39768308168159",02-02-2025
AP-98369,Alquiler,departamento,Palermo,$752.000/mes,42,1 ambientes. 1 dorm. 1 baños. a estrenar,,04-10-2024
AP-89989,Alquiler,departamento,Caballito,$1.136.000/mes,81,4 ambientes. 2 baños. 6 años,"-34.614149457024794,-58.45006975895005",27-04-2025
AP-66377,Alquiler,departamento,Colegiales,$722.000/mes,43,2 ambientes. 1 dorm. 1 baños. con cochera,"-34.584397373239426,-58.4391185887999",09-05-2025
AP-31578,Alquiler,departamento,Colegiales,$2.033.000/mes,89,4 ambientes. 3 dorm. 2 baños. balcón. 4 años,"-34.57362977661787,-58.43216603626042",22-03-2024
AP-16637,Alquiler,departamento,Boedo,$766.000/mes,54,2 dorm. 2 baños. balcón,,27-06-2025
AP-54888,Alquiler,departamento,Caballito,$878.000/mes,53,3 ambientes. 2 dorm. con cochera. balcón,"-34.607183349821014,-58.4583472668642",25-05-2025
AP-55668,Alquiler,departamento,Belgrano,$995.000/mes,36,2 ambientes. 1 dorm. con cochera. balcón,,06-10-2024
AP-68254,Alquiler,departamento,Caballito,$806.000/mes,45 a 55 m2,2 ambientes. 1 dorm. 1 baños. balcón. 4 años,,06-11-2024
AP-87040,Alquiler,departamento,Nuñez,$644.000/mes,41,1 dorm. 1 baños. 5 años,"-34.561760000828244,-58.46063702237112",31-08-2024
AP-72262,Alquiler,departamento,Recoleta,$794.000/mes,31,1 ambientes. 1 dorm. balcón. 13 años,,01-05-2025
AP-79323,Alquiler,ph,Colegiales,$1.535.000/mes,90,3 ambientes. 1 baños. 3 años,,27-05-2024
AP-69456,Alquiler,departamento,Villa Urquiza,$626.000/mes,48,2 ambientes. 1 dorm. balcón,"-34.578328435121705,-58.505352689081334",26-06-2024
AP-82319,Alquiler,departamento,Caballito,$1.776.000/mes,95,5 ambientes. 4 dorm. 2 baños. balcón. a estrenar,,23-07-2024
AP-11747,Alquiler,departamento,Nuñez,$827.000/mes,46,2 ambientes. balcón,"-34.51271621991254,-58.46983233430509",16-01-2025
AP-79981,Alquiler,departamento,San Telmo,$915.000/mes,,3 ambientes. 2 dorm. 1 baños. balcón,"-34.6250050535535,-58.36673961835206",21-04-2024
AP-45242,Alquiler,departamento,Almagro,$419.000/mes,40,1 ambientes. 1 baños. balcón,"-34.58509485376954,-58.414535664723154",26-04-2025
AP-70670,Alquiler,departamento,Caballito,$385.000/mes,25,1 ambientes. con cochera. balcón. 21 años,"-34.62648952816981,-58.4439504415101",26-08-2024
AP-35930,Alquiler,ph,Villa Urquiza,$743.000/mes,45,1 dorm. con cochera. 7 años,,14-06-2025
AP-97594,Alquiler,ph,Caballito,$1.684.000/mes,81,3 ambientes. 1 baños. con cochera. balcón,"-34.614381976452705,-58.45136258783224",12-09-2024
AP-85751,Alquiler,departamento,Boedo,$498.000/mes,46,2 ambientes. 1 baños,"-34.64506407829889,-58.400739271242365",06-08-2024
AP-70059,Alquiler,departamento,Palermo,$2.453.000/mes,100,3 dorm. balcón,"-34.59756113527994,-58.39247602026798",11-06-2025
AP-84054,Alquiler,casa,Recoleta,$1.256.000/mes,65,3 ambientes. 2 dorm. a estrenar,,02-11-2024
AP-21374,Alquiler,departamento,Belgrano,$674.000/mes,59,3 ambientes. 2 dorm,"-34.546251510217594,-58.470728779487466",21-03-2024
AP-42383,Alquiler,departamento,Recoleta,$487.000/mes,26,2 ambientes. 1 dorm,"-34.61033852233794,-58.39607694403218",21-11-2024
AP-57893,Alquiler,departamento,San Telmo,$1.492.000/mes,97,4 ambientes. 3 dorm. con cochera,,13-10-2024
AP-46740,Alquiler,departamento,Villa Urquiza,$852.000/mes,57,2 ambientes. 1 baños. pileta. balcón. 13 años,"-34.56593946961877,-58.482723650420084",07-06-2024
AP-11317,Alquiler,ph,Nuñez,$874.000/mes,,2 ambientes. 1 baños. con cochera,"-34.540829019535664,-58.469477116163716",17-07-2024
AP-94381,Alquiler,ph,Villa Crespo,$1.158.000/mes,77,2 dorm. 1 baños. con cochera. pileta. balcón. 8 años,"-34.60018729452286,-58.448524641105124",22-08-2024
AP-47530,Alquiler,departamento,Recoleta,$1.092.000/mes,49,2 ambientes. 1 dorm. 1 baños. con cochera. balcón. 5 años,"-34.57320904325565,-58.39356944018692",10-08-2025
AP-61127,Alquiler,departamento,Recoleta,$1.509.000/mes,70,3 ambientes. 2 dorm. 1 baños. balcón. 29 años,,23-11-2024
AP-34396,Alquiler,casa,Villa Crespo,$1.830.000/mes,93,4 ambientes. 3 dorm. con cochera. 9 años,"-34.59164671313925,-58.45064098675809",22-12-2024
AP-89717,Alquiler,departamento,Colegiales,$722.000/mes,38 a 48 m2,2 ambientes. 1 dorm. balcón,"-34.584397373239426,-58.4391185887999",19-12-2024
AP-18930,Alquiler,departamento,San Telmo,Consultar,125,6 ambientes. 5 dorm. 3 baños,"-34.63779106956359,-58.3634946034401",19-01-2024
AP-78998,Alquiler,departamento,Palermo,$1.823.000/mes,74,3 ambientes. 2 dorm. 1 baños. balcón,"-34.564461633305214,-58.41872207959917",30-09-2024
AP-55896,Alquiler,departamento,San Telmo,$681.000/mes,52,1 dorm. 1 baños,"-34.63262529686091,-58.350523612124846",04-05-2024
AP-29545,Alquiler,ph,Belgrano,Consultar,65 a 75 m2,2 ambientes. 14 años,"-34.5712095696134,-58.46465997903376",26-06-2025
AP-96657,Alquiler,departamento,Colegiales,$967.000/mes,62,3 ambientes. 2 dorm. balcón. 30 años,"-34.59400148295283,-58.43669152809457",25-03-2024
AP-35614,Alquiler,departamento,Flores,$371.000/mes,31,1 dorm. 1 baños,,24-07-2025
AP-79614,Alquiler,departamento,Boedo,$838.000/mes,51,2 ambientes. 1 baños. 14 años,"-34.62784443270234,-58.42704481015522",23-03-2025
AP-88698,Alquiler,departamento,Flores,$400.000/mes,41,3 ambientes. 2 dorm,"-34.6292510517838,-58.4485460305359",01-04-2025
AP-57585,Alquiler,departamento,Palermo,$841.000/mes,24 a 34 m2,2 ambientes. 1 baños. con cochera. pileta. 4 años,,07-11-2024
